날짜,제목
21.01.03,내가 씨발 큰 돈 벌 게 해달래?
21.01.03,주식도 그렇지만 코인도 개잡코인 사지마라 (인증)
21.01.03,비트를 이제서야 사는 병신이있다? ㅋㅋㅋㅋㅋㅋ
21.01.03,시아 올랐다길래 거래소 들어가봤다
21.01.03,아 씨발 리플팔고 비트산다는게 리플 풀매수했다
21.01.03,비트코인 10년 후 미래...News
21.01.03,코인은 돈을 꼬라 박으면서 배우는거다 그럴수록 수익 확률 높아짐
21.01.03,1주일된 코린이 소소하게 인증한다
21.01.03,대장 요약.jpg
21.01.03,비트 올라가는거 보면 회사 생활 현타온다 시이이이팔
21.01.03,■■비트 5천가면 5천만원 나눔감■■
21.01.03,에이 비트를 3200만에 누가사 ㅋㅋㅋㅋㅋㅋ
21.01.03,비트가 오를 수 밖에 없는 이유
21.01.03,2017년 코인대란 참전용사다
21.01.03,존버는 승리한다... 1BTC
21.01.03,3년만에 비트코인올랐다길래와봄
21.01.02,21.01.02 패치 코인판 티어정리 (념글요청)
21.01.02,나 ㅈ된거 같다 ㄹㅇ...
21.01.02,머장 360만원당시 다른코인들
21.01.02,한달뒤) 대장 3400에 살껄 시발
21.01.02,대장 솔직히 그만올랐으면좋겠다
21.01.02,"솔직히 난 비트코인 오르는 거 반대다,"
21.01.02,드디어 오늘 판떠난다 고생들해라
21.01.02,이번에 200억찍고 졸업한다.
21.01.02,빗갤에서 제일 븅신 탑3.jpg
21.01.02,손발이 벌벌 떨린다..비트코인으로 1000벌었다..
21.01.02,드뎌 2억 넘었다. 인증간다
21.01.02,왕초보 코린이 필독 낚시X
21.01.02,불장에 단타 좆망한 침팬지가 코인 유입들에게..
21.01.02,아르고 10분후 상황.jpg
21.01.01,엘비 146층 푸근하노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.01,에브리 4000장 먹었음^^ 1년만에 본절컷
21.01.01,에브리 매도걸고 똥싸고 왔는데 이거 버그냐?
21.01.01,전국민이 조롱했는데 알고보니 씹고수였네
21.01.01,제발 답변좀 혼란온다
20.12.31,형이 기분이좋네 딱 10명 5만원 세뱃돈 돌린다.
20.12.31,올해 마지막날 오전 분석 (지난번 분석 300%적중)
20.12.31,개념글 비트 40억박은형이다.
20.12.31,현 상황으론 머장 들고있는게 답이다.
20.12.30,나 진짜 떠난다 ㅅㅂ1ㅠㅠㅠ
20.12.30,밀크코인사라 지금이 저점이다
20.12.30,요즘 코인 시끌시끌하길래 3년만에 와봤다
20.12.30,비트 40억매수한형이다. 왜 매수했는지 설명해줄게
20.12.30,2017년의 예언가 ㄷㄷ
20.12.30,"필독)30일 1시 엔도르,리플,에이다 동향 완벽 분석(초 논리적 주의)"
20.12.30,리플 17년도부터 3년존버 결과.....jpg
20.12.30,리플 수익인증 꺼어억~~~
20.12.29,현재 손실 보고있는사람들 기운받아가세요
20.12.29,미래형인간의 2020 마지막글
20.12.29,이거 진짜 평행이론으로 설명가능하다
20.12.29,리플 나보다 고층에 물린새끼있냐 ㅋㅋㅋㅋㅋㅋㅋ
20.12.29,리플 망해서 속 시원한애들 개추
20.12.29,니들 라이트 코인 사라 진짜임
20.12.29,리플 220 꿈의 가격이네
20.12.29,파이코인..드디어 활성채굴자 1000만명 돌파
20.12.29,리플병신들은 동서양을 가리지 않는구나ㅋ
20.12.29,리플 270원형....마지막 글.....jpg
20.12.29,이거 의미 해석 좀...jpg
20.12.29,3년전 빗갤 감성....jpg
20.12.29,미래형인간- 중요한 두 날짜. 12월 31과 1월6일.
20.12.29,리플구매자들의 심경변화
20.12.29,리플 500 600 층들 죽는소리 낸다길래 와봄
20.12.29,(실화)Xrp 800층에 물렸던 제친구자살시도로지금위독한상태입니다
20.12.29,와 그냥 주식하는게 낫겠다 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
20.12.29,필독) 코인4년차 비트코인 향후분석.jpg
20.12.29,리플 3950층인데 언제쯤 원금회수 되나요?
20.12.29,이더리움 200만원일때 산거 지금 손절했어요
20.12.29,오늘로써 결정났네 병신ㅋㅋㅋㅋ
20.12.29,리플 나보다 더 좆된새끼있냐?
20.12.29,리플 사기전에 꼭 봐라
20.12.29,3년 존버중인 흑우가 오늘자 코인 수익률 상태 보여준다 . jpg
20.12.29,리플 존버 탈출가능할까.. 어떡하냐
20.12.29,리플 씨이파알
20.12.29,리플 때문에 집 날리게 생겻어여.. 담보 대출로 산건대
20.12.28,수익인증 개달달하다
20.12.28,리플 6억 달러 꺼--------엌
20.12.28,sec 좆플 기소 뉴스...좆플 개좆된거 같다.jpg
20.12.27,질리카 4원 존버 드디어 졸업하 는구나.. 계좌
20.12.27,본인 수익률 ㅁㅌㅊ?
20.12.27,대장에 5천 박았다
20.12.27,비트코인 특징..txt
20.12.27,비트코인 3000만원이래서 3년만에 켜봤다
20.12.27,비트코인 수익율 200퍼센트 인증한다.jpg
20.12.27,믿음이 작은 자여 왜 의심하느냐-미래형인간
20.12.27,씨발 나보다 억울한색기있냐
20.12.27,비트 돈번거 자랑 할께
20.12.26,애플파이 코인빗 상장한대매 언제해???
20.12.26,질리카 55층인데 언제팔까?
20.12.26,놓치면 아까운 26일 저녁 간추린 뉴스
20.12.26,리플 10억.... 구조대 와주시나요?? ㅠ 피가 흐르네요
20.12.26,3년전을 회상해본다.
20.12.26,리플 고점매수자들 상황.gif
20.12.26,리플에 물리신 여러분께
20.12.26,한국 코인커뮤에서 sec직원들이 리플 저점매수하려고
20.12.26,9년전 비트코인 5천만원 매수.jpg
20.12.26,해외주식만하다가 시바 비트코인시대인거같아서
20.12.25,개념글 보니까 애플파이 코인빗 상장 실화????
20.12.25,역대급속보!!낚시아님!! sec직원 4500명이 리플계좌
20.12.25,리플 10억갤러다
20.12.25,미래형인간 sec 개념글 이제 이해가 간다..
20.12.24,비트 1억치 사놓고 업비트 지운다
20.12.24,애플파이 x 코인빗 상장
20.12.24,리플 1100층 2년만에 손절했습니다.
20.12.24,전재산 5000을 리플에 박은 이유
20.12.24,현실을 좀 정확하게 알고대응해라 ㅋㅋ
20.12.24,나보다 더 많이 잃은 새키 잇냐????
20.12.24,Sec한테 걸렸으면 걍 끝난거임
20.12.24,버티고 버티다 손절하고 간다 그리구 하고싶은말
20.12.24,코린이들아 제발 욕심좀 내지마라.
20.12.24,리플 ㅆ1발 내가졌다
20.12.24,리플통화개혁 잘못알았다. 당장팔아라.
20.12.24,오늘이나 내일 보라 다시 떡상한다(이유있음)
20.12.24,리플타는 사람이 멋잇는이유
20.12.24,미래형인간. 리플과 sec
20.12.24,리플 숏 머선일이고 1000프로 달달하누ㅋ
20.12.24,리플 이거 지금이라도 털까?ㅋㅋㅋㅋ
20.12.24,사나이 리플에 2천 박고 잔다
20.12.24,절대 코인으로 목돈마련할 생각하지마라
20.12.24,-85% 별거 아니야 니들도 곧 이렇게 돼
20.12.24,코인충 새끼들 지금까지 전부 인증주작이었노
20.12.24,리플 인증한다. 업비트 지운 상태다.
20.12.23,리플에 또속았다 시발
20.12.23,손이 덜덜 떨려서 일이 눈에 안들어온다..
20.12.23,쌍봉낙타 매매법 아직 운지아닌 이유 알려준다
20.12.23,인증o) 대학교 자퇴하고 리플에 박았다
20.12.23,코인판 지금 들어올까 생각하는 애들에게
20.12.23,[엄마 미안해] 엄마 2차 항암수술비 800만원 리플에 박았다.
20.12.23,념글 리플 물린넘이다
20.12.23,리플 물렸다 념글 보내라
20.12.23,수익율 4200퍼 인증한다 호구들아 ㅋㅋ
20.12.23,야수의 심장은 아직 뛰고있다
20.12.23,리플 656층 5700만원 물려있는데 이거 씨발이네 진짜
20.12.23,야수의 심장으로 리플 풀매수!!(인증)
20.12.23,(인증)아 이제 좀만 있으면 천만원으로 3천 먹는다
20.12.23,sec. 리플. 미래형인간
20.12.23,리플홀더들은 보아라
20.12.23,☆☆☆ 집중 이새끼들아... 마지막 한고비 남았다 (내용필독)
20.12.22,개콘이 망한 이유
20.12.22,수다떨자고 광고 엄청하는 흑떼목장 상황ㅋㅋㅋ
20.12.22,미래형인간믿고 리플 홀드한다 씨발
20.12.21,머장 고민중인놈들 특.jpg
20.12.21,현명하게 코인투자 하는 뻔한 방법
20.12.20,리플 개발자.. 한국온답니다.. 큰일 났네요..
20.12.20,람다로 원금회복하고 코인 떠난다
20.12.20,지금 모든 자산이 다 오르는 이유(비트코인)
20.12.20,비트코인 수익률164프로인증
20.12.19,나 이정도면 능력이지
20.12.19,전업코인 생각하는 사람들 특징
20.12.19,젊은 나이에 코인하는 애들 불쌍함
20.12.18,도배 및 광고 차단방법 개추좀
20.12.18,매도걸고 자러감
20.12.18,4시간만에 200만원 잃었다 하.....
20.12.18,코린이 어거 물렸다...
20.12.18,밑에 192950 부럽다
20.12.18,2017년 상황 재연할려면 아직 한참멀었다 ㅋㅋㅋㅋㅋㅋ
20.12.18,<오늘의펌핑주>예언가매번20%씩 먹은빗갤러들축하해!곧올릴게
20.12.17,머장 재분석 들어간다
20.12.17,존버3년차다 왜비트만오르냐?
20.12.17,리플 ㄹㅇ 실검떳노 ㅋㅋ
20.12.16,헌터x헌터(무장료) 악질새끼 저격한다
20.12.16,<오늘 점심 펌핑주!!>확 실한차트분석!!오늘꺼 틀리면 은퇴!
20.12.16,<오늘의 펌핑주 분석>오늘자 예언가의 주기별 차트 분석.
20.12.15,"리플 - 시세 하락해도, 절대 손해가 아닌이유 알려줌."
20.12.15,ㅅ훈훈이 얼마나 ㅄ이냐면
20.12.15,노가다김씨 다니엘케이를알아보쟈(말기허언증분석)
20.12.15,<꼭봐야할아코인뉴스>오늘자 예언가의 코인분석 들어갈게..펌핑
20.12.14,메탈 펌핑 예측했던글쓴게이다.<안도망간다>항상빗갤과함꼐한다.
20.12.14,<예언가 펌핑주 저격> 팍~들어갑니다
20.12.14,<오늘의 펌핑주 예언>.현재까지100퍼적중 -4편-
20.12.13,펌핑코인 새벽에 내 글본사람 추천눌러라 축하한다.<예측적중>
20.12.13,출금인증. 퇴겔약속 지키려고 온거다!
20.12.13,마지막 6차 픽 던지고 간다!
20.12.12,$$$12월2일 입겔$$$ 후 단 10일간의 헌터픽 수익률 공개!
20.12.12,약속의 12일이다!
20.12.12,수익률 400퍼 인증
20.12.12,엘비 타고 5초만에 -450찍었는데.....
20.12.11,코인3년차)리플 차트분석완료
20.12.11,엘비 고양이가 잘못 매수눌러놓고 몰랐는데
20.12.11,엘비알 사주신분들 너무 고맙습니다..
20.12.09,이클 무조건오른다 ㄹㅇ 필독......
20.12.09,결혼식 하려고 모아둔 5100만원 > 3500만원으로 줄고 코인접습니다
20.12.08,씨발..다신 상장코인 안 들어가겠습니다 감사합니다
20.12.08,$$$헌터계시록 D-4$$$ 복기. 하락장엔 무슨 말을해도 욕먹을거 암!
20.12.08,엠블라이의 엠블 분석
20.12.08,뭐야 전역하고 왛더니 코인이 사라졌어 시발
20.12.08,코린이 필독. 편하게 코인질하는법
20.12.08,엠블 호재 떴다 차트인증
20.12.08,형들 나도념글보내줘
20.12.07,왜다 퍼런불이냐?
20.12.07,고점매수 저점매도 장인이다
20.12.07,내가 올해 8월에도 말했다
20.12.07,호재는 명신이 호재지 ㅋㅋ 무슨 엠블
20.12.07,오랫만에 글 남긴다.
20.12.07,내 마지막 도박은 엠블좌로 간다
20.12.06,$$$픽셀$$$ 1차 목표가 19원 못넘겨 드려 죄송합니다.
20.12.06,비트코인 갤러들이 멋진이유
20.12.06,[속보+개념요청] 코인 끝난듯.... 최대 위기 소식 .jpgif
20.12.06,2016~2017년 머니넷등 다수의 단톡방서 활동한 무장료 아는 사람?
20.12.06,나는 유리멘탈 이었다!
20.12.06,옵저버 이정도면 ㅁㅌㅊ냐
20.12.06,졸업한다 애들아 고생했다.
20.12.06,오늘 9시 경주마가 기존 알트대장중 한개라면 또 한번 $$$픽셀$$$
20.12.05,닉 도용하는 애두라~
20.12.05,애드라 형 졸업한다 5콩 10명 쏘고갈께
20.12.05,$$$픽셀$$$ 그래프 볼줄 아는놈만 댓글 달아봐라!
20.12.05,$$$픽셀$$$ 2차 상승 예감하는 이유!
20.12.05,리플 물린 애기들 많누 ㅋㅋㅋ
20.12.05,어설프게 분석결과나 예측글쓰는 애들 보면 존나 교만해보임
20.12.05,"리플 절대 안판다, 마음굳혔다"
20.12.05,옵저버가 뜰수밖에 없는 이유 그래프로 말해준다
20.12.04,끝났어 병신들아 빨리 나와. 이걸쳐다 보고 있냐.
20.12.04,옵저버 념글 정확하게봤네 ㄷㄷ
20.12.04,이번장 리퍼 따땃하게 묵고 떠난다 5명구제함
20.12.04,픽셀 27.7층....회사에서 울었다 진짜....jpg
20.12.03,5명 5콩간다
20.12.03,옵저버 ㄹㅇ 뜬다 국가대표 믿어라
20.12.03,리플 큰일이다. 뻐큐차트 그려졌다 ㅁㅊ
20.12.03,흑떼목장 카카오주식회사에 유사수신행위로 신고함..
20.12.03,리퍼 1원일때 대출받아서 1억박았던 코린이다
20.12.03,2050년 뉴스
20.12.03,개잡코 타는 놈들 최후
20.12.03,잡코인 타는 사람들 특징.. 그리고 테크트리..
20.12.02,정상적인 투자자와 병신새끼의 차이
20.12.02,젊은친구들이 푼돈좀 만지고 착각하는게...
20.12.02,코인이나 주식하면서 들은 말 중에 제일 웃긴 말
20.12.02,아씨발 스팀달러 존나 물렸네ㅡㅡ (인증)
20.12.02,스달 머리 꼭대기 인증
20.12.01,뭐야 리퍼올랐음??10월 리퍼 수익인증간다....jpg
20.12.01,2천 2백 꼴앗습니다
20.12.01,형들 나 진짜 좆된거같아 제발 글좀읽어줘
20.12.01,2년 존나 길었다 시발ㅋㅋㅋ
20.12.01,리퍼 6.41원 긁었다 가즈아~~~
20.12.01,"라퍼,온톨,아더,썸씽 물린애들 들어와봐 알려줌"
20.12.01,20명 7콩씩 쏜다 계좌박아라
20.12.01,이더리움 아직 안탄 사람들만 들어와봐.jpg
20.12.01,리플 개 존버 중인데 개념 함 보내 줘라
20.12.01,더 늦기전에 비트코인 사놔라
20.12.01,가상화폐 과세 3개월 유예
20.12.01,여러분 재가 드디어 비트코인 복사 방법을 알아냈습니다.
20.11.30,썸씽 들어가는 진짜 뇌가없냐? 어플에서 개당 15원에 팔고있다고
20.11.30,25살에 100억벌엇음 질문받음
20.11.29,3년간의 코인생활이 전부끝났습니다. 그동안즐거웠어요 미안합니다 아버지
20.11.29,랜덤 5명 10만씩
20.11.29,너네 정말 리플 구조대가 있을것같냐?ㅋㅋㅋㅋ
20.11.28,갑자기 리플이 오를거란 생각이 든다
20.11.28,지금상황 리플 존버가 왜 승리하는지 아냐? ㅋㅋ
20.11.27,소식듣고 3년만에 업비트 로그인했다 ㅋㅋㅋㅋ.jpg
20.11.27,리플 폭락장에 미쳐버린 단톡방.jpg
20.11.27,한강에있다 폰보고 나왔던애들 다시 근황
20.11.27,리플 한강들어갔다 폰보고 다시나온애들 근황
20.11.27,리플이 절대 안오를거 같은 이유
20.11.27,아직도 헛된희망 가진애들 많아서 폭락 이유 자세히 알려준다
20.11.27,와.... 자고일어났더니
20.11.26,리플 평단 내밑으로는 조용히 해라 짜증나니까
20.11.26,리플 540에 팔았는데 올라서 존나 화나서 변기 깨부쉈다.
20.11.26,리플 2017 차트 복기해보자
20.11.26,리플 평단 봐주실 분
20.11.26,632 뉴비 640에 탈출했어요... ㅋㅋㅋ
20.11.26,께스 께스!!
20.11.26,폴라 방 현황..jpg
20.11.26,와 오늘 본절치기만 하다가 실시간 60퍼 먹었다 꺼ㅡㅡㅡ억
20.11.25,니들은 형처럼 코인하지마라 인증한다..
20.11.25,계좌달아라
20.11.25,1명 10만원 쏜다
20.11.25,나왔다 오늘도 기부타임~
20.11.25,형왔다 5명 다 보냈고 이제 20명
20.11.25,4천 번 기념 딱 한놈한테만 50보낸다
20.11.25,랜덤 5명 10만씩
20.11.25,[고전문학] 리플이란.....jpg
20.11.25,오늘 리플 수익으로 싸롱온거 인증샷
20.11.24,니들이 불장에서 돈잃는 진짜 이유
20.11.24,니들 가장 무서운 상황이 뭔지아냐?
20.11.24,리플 아직 안탄사람들 필독.jpg
20.11.24,뉴스기사에서 이 사진 올라오기전까지 상승장임
20.11.24,수익률 4만 퍼센트 찍었다 ㄹㅇ로 시발
20.11.24,자 ....이쯤에서 코린이들 17년 코인 시장 결말 ..jpg
20.11.24,개념글 가능하냐?
20.11.24,요즘 비트코인 다시 오른다길래 로그인해봄.jpg
20.11.24,●실시간 리플 기사 댓글.. jpg●
20.11.24,리플 3600층에 3년째 물려있는 형이 조언해줄게
20.11.23,불장에서 돈을 잃는 이유는 욕심때문임
20.11.23,죽고싶다
20.11.23,나진짜 좆된거같은데 어카냐?
20.11.23,2년 존ㅡ버 결과
20.11.23,코린이 3일동안 비트코인 갤러리 눈팅한 후기
20.11.23,주식하는놈과 코인하는놈 차이
20.11.22,8천으로 34억 인증했던 사람이다.
20.11.22,본인 리플 존버일지.jpg
20.11.21,지금이라도 사라며 씨발
20.11.18,평생 연락 한번 안하던새끼들한테 연락 옴 5명이나
20.08.31,파이코인은 그냥 스캠코인이라고 생각해
20.08.14,"속보]리플,제2의 아마존 되나"
20.08.11,짧은 코인인생 3년의 회고록.txt
20.08.06,요즘 비트 좋아보여서 간만에 왔는데
20.08.05,비트코인 떡락했던 이유와 앞으로의 시나리오
20.07.30,2년만에 왔는데... 아직 높다..
20.06.17,도박판 하우스에서 메이저를 왜찾냐니 ㅋㅋㅋ 도박충버러지들
20.06.10,님들 웨돔 개걸뱅이임
20.06.03,개빡치는구만
20.06.02,6월 시물레이션 다시 시작합니다.
20.05.31,시물레이션 종료
20.05.31,멸망중 ver 1.1
20.05.28,아주 우울하구만
20.05.26,새우의 코인판 3년간의 여정
20.05.25,원금50 정체
20.05.24,비케이 보소?
20.05.23,장타로 괜찮은 코인 있나요?
20.05.22,떡상중인 코인
20.05.22,용돈벌이 개꿀ㅋㅋㅋ
20.05.22,코나 6일 상장한대
20.05.21,비케이 호재터지고 엄청 올라가네
20.05.21,비케이 실화?
20.05.21,BK 상용화 기사 호재 떳네요
20.05.21,캐스트윗 VS BK코인
20.05.18,죽으란법은없네 비k
20.05.14,비케이 500찍고 50까지 내려온거 실화냐?
20.05.09,아니 그렇게 투자 잘하시면 시드 더 박으시라구요ㅋㅋ
20.05.09,장이 묘하고 흥미롭다고 하는 쉑 특징 정리
20.05.08,(념글 요청) 오늘 비트 7800 간다는 박상기란 인물에 대해 알아보자
20.05.07,BK 중간 인증간다 홍보라 한놈들 와바라
20.05.06,BK코인 내 뇌피셜좀 들어봐
20.05.06,코인 시작하려는 애들에게 해주고 싶은말
20.05.05,비케이 미친거같다
20.05.05,리플은 사지말자
20.05.04,쟁크 보소 ㅋㅋ
20.05.03,비트장사
20.04.30,BK 설명회 후기 뿌린다
20.04.29,포블이용하는사람!!
20.04.27,BK 떡상가누
20.04.27,BK코인 요즘글많던데
20.04.25,Bk코인 후기 올린다!! 비트코인940층 탈출
20.04.22,내일 bk코인 상장되면 후기 올리겠음
20.04.20,어제 940층에 비코물렸다고했다! 이거 털고 BK코인으로 갈아탄다
20.02.25,념글한번 보내줘라
20.02.13,불장이라 간만에 갤와서 수익 인증하고 간다
20.01.16,sv 수익인증간다
19.11.30,조국 민정수석일때 코인링크로 돈 좆나벌음
19.11.04,본인 키 185 이런 남자애들만 보면 앵기고싶은데 정상이냐
19.10.27,(정보). 전세계 시총순위 Top 10
19.10.26,와 존나 올랐네 시발 ㅋㅋㅋㅋㅋ.jpg
19.10.25,요즘 추천코인 뭐있나요 잡코인중에
19.10.12,힘들다 단타 치는데
19.09.25,지금이 진짜 기회인 이유.....jpg
19.09.25,폭락이유를 알려주마. 양자컴퓨터라고 들어 봤니?
19.09.25,야 오랜만에 개념글좀 보내줘라 9월1일에 시작했다. 한달만에 이게뭐냐
19.09.18,소비자가 판매자도 될 수 있는 제도~
19.09.18,진짜 메이저 거래소 쓰는 이유가 다 있네
19.09.13,●■조국측이 코인거래소 폐지 주도함
19.09.04,저번에 개념글 올라왔던 스타플레이 지금보니 배아프다
19.09.03,나도 코인로 인생 망했는데 다시 시작해보려고..
19.08.29,조국 펀드 비트코인 투자 후 박상기난 바로직전 정리
19.08.28,(개념필독) 리플전망
19.08.22,죽고싶다..왜 코인판에 들어와서 진짜 말도 안되는 사기판이였구나
19.08.19,네스트리 블록워터에서 작업치는것 같은데 맞냐?
19.08.18,리플 이번 불장땐 5만~10만원 그이상까지도 오를 가능성이 크다고보네
19.08.16,이런 시점에 탈비트 거래소코인 아니겠냐?
19.08.12,호응이 좋아서 비트차트 올려드림
19.08.07,동네 김치공장 단체면접 가서 사장 한테 인격모독 들었다
19.08.06,념글 슨트형님 덕분에 용기가 나네요
19.08.05,비트코인 3억
19.08.02,엔젤리*스 후원방 피해.. 꼭 읽어주세요
19.07.30,수고했다 난이제 틀렸어
19.07.29,죽고싶다..유튜버말만 듣고 코인판들어온게 천추의한이다...........
19.07.17,형님들 어쩌면 좋을까요...
19.07.16,사실 리브라가 나오면 화폐코인은 순식간에 몰살되는거야
19.07.16,돈벌려면 그냥 빗갤 반대로만 하세여 ㅋㅋㅋ
19.07.15,느그씨발이다
19.07.15,코인시장 이끄는 이들의 와꾸를 알아보자
19.07.15,1년만에 시세 확인하러 왔다
19.07.15,2년동안 트론 7200꼴은거 인증..
19.07.13,[주의] 가상화폐거래소 폐지 우려 및 외국인 반응
19.07.11,<빅픽쳐> 7월 11일 비트코인 견해
19.07.11,리플 평단가 578원.. 요즘 뜬눈으로 밤새고 정말 하루하루 지옥같네요
19.07.11,리플은 못오른다고 믿어라 좀...
19.07.04,내가 대통령이라면 지금처럼 저점일때 국가예산 쏟아서 뻥튀기했을텐데
19.07.04,리플은 시총이 20조라서 펌핑을 못해
19.07.03,리플 홀더들 딱 한번만 읽어봐라 제발
19.07.02,난 코인판 이제 뜬다 지친다
19.07.02,[공지] 쫄지마라 분석간다
19.07.02,"유시민曰""제 말 맞죠?"""
19.07.01,리플 현상황jpg
19.07.01,업비트해킹같은데?
19.07.01,앞으로의 비트 행보 정확하게 예측합니다.
19.06.30,소득있는 애들은 아무걱정 안함 백수들이나 폐인되는거지
19.06.30,리플이 왜 남한코인인지 명확한 증거
19.06.30,350원에 100만개 샀다는 빗갤러분
19.06.28,나보다 더한 흑우있음?
19.06.28,현 비트상황 사진3장으로 정리한다.
19.06.28,빗갤특징
19.06.28,아니 오리들아
19.06.28,뭐? 더이상 안 떨어질거라고
19.06.27,알트장 온다는 빡머가리 새끼들 특징 : 떠먹여줘도 못처먹음.
19.06.27,현 비트상황 사진 두장으로 정리한다.
19.06.27,모아둔 돈 1억5000 있는데 지금 시작해봐도 될까요
19.06.27,애들아 딱 잘라서 정리할께-3
19.06.27,애들아 다들조용 내가 딱 잘라서 정리할께
19.06.27,지금 떨어지는 이유가 뭐에요??? 무슨 악재 터졌나요???
19.06.27,야들아 냉현미녹차 꿀맛이다.
19.06.27,어젯밤 400 오늘아침 500인증했는데..지금은 600이다~~
19.06.27,청와대에 청원올렸다.비트코인하는애들 전부 사형아니 범죄자로 기록해야함
19.06.27,1년 반을 버텼다
19.06.26,숨을 고르고 천천히 봐라.
19.06.26,코린이 원금 찾았다ㅠㅠㅠㅠ
19.06.26,조정바라는애들이 절대로 비트떨어지면 안되는이유 설명해줌
19.06.25,아직 아니다. 아직 시장이 미치지 않았다.
19.06.25,람다 개씨발 하..
19.06.25,키야 없빗 내부정보 이용했네
19.06.25,속보) 비트코인 큰일났다
19.06.24,좆됐네...끝났다. 초악재 떴다.
19.06.24,업비트 서버열리면 니네 눈을 의심할거다 ㅋ
19.06.24,4k에서 끌어올린 세력이 넥슨일수밖에없는이유
19.06.24,코린이들을 위한 빗갤 용어 해석 vol.1
19.06.24,이 개씹떡락장이 시사하는바가 뭔지앎??
19.06.23,하나 알려준다...........필독해라..................
19.06.23,가지고 있던 코인 상폐당한놈있냐?? 존버했더니 시발 상폐됐네
19.06.22,한국에서 비트코인이 오르면 생기는 일.jpg
19.06.22,코린아 놀린거 미안하다 다시와
19.06.22,흑수저 수익률 인증...
19.06.21,김정민박사 강의보고 국제정세 파악해라 코인미래가 보인다
19.06.21,단언하는데 만달러 부근에서 큰 조정이있을테니까
19.06.21,[코린이 필독서] 나의 코인 일대기
19.06.20,업비트 고소.고발 폐쇠해야함
19.06.20,무비 18원 인증.
19.06.20,무비블록 18원대에 물린 사람들이 있다고염ㄷㄷㄷㄷㄷㄷㄷ
19.06.20,무비블럭 안탄 흑우 읎제? 업비트 파산시켰다 500억배 이득 개꿀 꺼~억
19.06.20,리플 끝났다 페이스북 코인 나오면 리플 상폐각
19.06.18,솔직이 코린이 이 짤보면 넘모 안타깝다..
19.06.17,코린이 사진이랑 코린이 말듣고 물타기한 니들 사진이다
19.06.16,??? : 절대 49원 밑으로 못 떨굴거란걸 아니까 드리는 말씀입니다.
19.06.15,리플 결국 1센트로 가는구나 ㅋㅋㅋ
19.06.15,아아 이게 반토막의 기분이구나
19.06.14,이새끼 진짜 보면 볼 수록 가관이네 ㅋㅋㅋ
19.06.14,핸드폰을 비유해 쉽게보는 시총순위코인들.real
19.06.13,순직군인 비하 여성시대 반응...jpg
19.06.12,결전의 날이다.real
19.06.11,비트코인 다시 1050~1100가는 이유...씹필독 이유가있다
19.06.11,코인관련 유튜버들..공통점..
19.06.10,(념글요청) 너네가 구입하는 순간 떡락하는 정확한 이유.txt
19.06.10,관운장이 창 던지는 차트 나왔다!!!!
19.06.10,거래소 이 개새끼들..오늘 부터 민원 넣는다.
19.06.10,곧 대떡락온다 불안하면 무조건 읽어라.
19.06.09,내 인생 코인 때문에 망했다
19.06.09,이거보면 존버가 맞는거 같아보인다
19.06.09,코인질로 돈 따서 오래간만에 황제의 저녁 먹어본다.
19.06.07,다들 그동안 고생했다. 기영이 떴다
19.06.04,코린이들 패턴 정리 (100% 완벽정리)
19.06.04,코인 입문 1주일됐는데 벌써 다 깨달았다
19.06.03,트론 파트너 떴다!!!!!!
19.06.02,제발 부탁이다 매도해라
19.06.02,비트코인 1년8개월째 존버중이다 다 아닥해라 좀.
19.06.02,대하락장 맞습니다. 현상황 분석
19.06.01,필독) sv 관련 긴급하게 알린다 철수해라
19.06.01,아파트 판 4억을 코인 2개에 분산 투자했다
19.06.01,bsv가 비트코인 대체할수밖에 없는 이유
19.06.01,이오스가 무조건 올라가는이유 .real fact
19.05.31,리플 물린 분들 많을 거라 생각합니다. 차트 분석입니다[필독].jpg
19.05.31,sv 30간다 211.211이다 다 들어와봐
19.05.30,아침에 니 눈을 의심할거다
19.05.30,비트코인 향후
19.05.30,비트코인SV 수익100% 인증
19.05.29,제말맞죠?
19.05.28,[공지] 비트코인 예측한다
19.05.28,오늘 가상통화 관련 부처회의 결과ㅋㅋㅋ 이건 호재다
19.05.28,지금 떡락하는 이유...jpg
19.05.28,성지순례) 2013년 비트코인 성지글
19.05.28,흑우들아 트론 던져줘서 고맙다
19.05.28,트론 6월1일 개씹대박 호재 피셜 떴다 .jpg
19.05.27,비트 1000만 뚫었다길래 업비트 다시 깔았다
19.05.27,코인에 연습이 있었다면 우리는 달라졌을까
19.05.27,현실이 되고 있는....비트코인 인터스텔라....jpg
19.05.27,빗코 상승장인거 맞음 근데 일반인들은 결국 못벌어 ㅋ
19.05.27,다시보는 과거의 영광 모음...jpgif
19.05.27,♡현재 농협 정문앞 실시간현황
19.05.27,자고 일어나니까 천마넌 생기네
19.05.27,리퍼리움 수익 인증
19.05.26,백수들이 무슨 존버냐
19.05.25,내 수익률 보고 정신 차려라
19.05.24,비토 차트 예상해준다 (예언)
19.05.23,"[개념글] 암호화폐의 기반, 블록체인에 대해"
19.05.23,캐리 수익인증
19.05.23,갑신이랑 ㄱㅅㄲ는 보거라
19.05.22,코인 그래프 요약.jpg
